"","First","Second","p","weight"
"ALBxDVT","ALB","DVT",0.7952,1442.83333333333
"ALBxDIAB","ALB","DIAB",0.6637,690.5
"ALBxMI","ALB","MI",0.0802,2443
"ALBxPULMEMB","ALB","PULMEMB",0.3181,1325.83333333333
"ALBxSPINCOMP","ALB","SPINCOMP",0.6778,542.166666666667
"ALBxCOPD","ALB","COPD",0.7257,1446.33333333333
"ALBxMHBLOOD","ALB","MHBLOOD",0.7523,1480
"ALBxMHCARD","ALB","MHCARD",0.1875,2252
"ALBxMHCONGEN","ALB","MHCONGEN",0.5702,1081.33333333333
"ALBxMHEAR","ALB","MHEAR",0.6804,1330
"ALBxMHENDO","ALB","MHENDO",0.4993,1811
"ALBxMHGASTRO","ALB","MHGASTRO",0.7182,1001
"ALBxMHHEPATO","ALB","MHHEPATO",0.7395,947.833333333333
"ALBxMHIMMUNE","ALB","MHIMMUNE",0.8727,1740
"ALBxMHINFECT","ALB","MHINFECT",0.6755,1947.33333333333
"ALBxMHINJURY","ALB","MHINJURY",0.7432,807.333333333333
"ALBxMHINVEST","ALB","MHINVEST",0.6273,2145.33333333333
"ALBxMHMETAB","ALB","MHMETAB",0.6931,736.833333333333
"ALBxMHPSYCH","ALB","MHPSYCH",0.2335,1906.33333333333
"ALBxMHRENAL","ALB","MHRENAL",0.7033,1244.66666666667
"ALBxMHRESP","ALB","MHRESP",0.4931,1506.83333333333
"ALBxMHSKIN","ALB","MHSKIN",0.7323,969.333333333333
"ALBxMHVASC","ALB","MHVASC",0.104,1932
"ALBxECOG_C","ALB","ECOG_C",0.0046,2775.33333333333
"ALBxRaceAsian","ALB","RaceAsian",0.556,829.166666666667
"ALBxRaceBlack","ALB","RaceBlack",0.7047,1414
"ALBxRaceOther","ALB","RaceOther",0.5142,1208.16666666667
"ALBxRaceWhite","ALB","RaceWhite",0.8006,702.333333333333
"ALBxRegionAsia","ALB","RegionAsia",1,445.166666666667
"ALBxRegionEastEuro","ALB","RegionEastEuro",0.0749,2165
"ALBxRegionNorthAmer","ALB","RegionNorthAmer",0.4141,1677
"ALBxRegionSouthAmer","ALB","RegionSouthAmer",0.6264,843.666666666667
"ALBxRegionWestEuro","ALB","RegionWestEuro",0.3823,1432.66666666667
"TPROxTARGET","TPRO","TARGET",0.0113,2964.66666666667
"TPROxLYMPH_NODES","TPRO","LYMPH_NODES",0.2069,1986
"TPROxKIDNEYS","TPRO","KIDNEYS",0.5824,908
"TPROxLUNGS","TPRO","LUNGS",0.3992,1325.83333333333
"TPROxLIVER","TPRO","LIVER",8e-04,3138.33333333333
"TPROxPLEURA","TPRO","PLEURA",0.2374,1774
"TPROxOTHER","TPRO","OTHER",0.6881,1053.66666666667
"TPROxPROSTATE","TPRO","PROSTATE",0.6472,1882.33333333333
"TPROxORCHIDECTOMY","TPRO","ORCHIDECTOMY",0.6734,1472.83333333333
"TPROxPROSTATECTOMY","TPRO","PROSTATECTOMY",0.5713,1165.16666666667
"TPROxLYMPHADENECTOMY","TPRO","LYMPHADENECTOMY",0.6163,445.166666666667
"TPROxBILATERAL_ORCHIDECTOMY","TPRO","BILATERAL_ORCHIDECTOMY",0.5923,1255.66666666667
"TPROxPRIOR_RADIOTHERAPY","TPRO","PRIOR_RADIOTHERAPY",0.6979,1170.16666666667
"TPROxANALGESICS","TPRO","ANALGESICS",3e-04,2416
"TPROxANTI_ANDROGENS","TPRO","ANTI_ANDROGENS",0.6843,1543.66666666667
"TPROxGLUCOCORTICOID","TPRO","GLUCOCORTICOID",0.6881,1728.66666666667
"TPROxGONADOTROPIN","TPRO","GONADOTROPIN",0.4884,1576.16666666667
"TPROxBISPHOSPHONATE","TPRO","BISPHOSPHONATE",0.6126,1686.33333333333
"TPROxCORTICOSTEROID","TPRO","CORTICOSTEROID",0.5157,1727.33333333333
"TPROxIMIDAZOLE","TPRO","IMIDAZOLE",0.4851,996.166666666667
"TPROxACE_INHIBITORS","TPRO","ACE_INHIBITORS",0.14,2111
"TPROxBETA_BLOCKING","TPRO","BETA_BLOCKING",0.7224,628.833333333333
"TPROxHMG_COA_REDUCT","TPRO","HMG_COA_REDUCT",0.7054,1523.66666666667
"TPROxESTROGENS","TPRO","ESTROGENS",0.3885,2634.33333333333
"TPROxANTI_ESTROGENS","TPRO","ANTI_ESTROGENS",0.5919,504.5
"TPROxCEREBACC","TPRO","CEREBACC",0.6323,1897
"TPROxCHF","TPRO","CHF",0.3772,2525.33333333333
"TPROxDVT","TPRO","DVT",0.7799,1608.16666666667
"TPROxDIAB","TPRO","DIAB",0.5878,914.5
"TPROxMI","TPRO","MI",0.0663,2482.33333333333
"TPROxPULMEMB","TPRO","PULMEMB",0.2493,1106.5
"TPROxSPINCOMP","TPRO","SPINCOMP",0.6586,875
"TPROxCOPD","TPRO","COPD",0.6802,1731
"TPROxMHBLOOD","TPRO","MHBLOOD",0.7201,893.166666666667
"TPROxMHCARD","TPRO","MHCARD",0.14,2102.33333333333
"TPROxMHCONGEN","TPRO","MHCONGEN",0.5529,888.333333333333
"TPROxMHEAR","TPRO","MHEAR",0.6747,1374
"TPROxMHENDO","TPRO","MHENDO",0.5124,1828.66666666667
"TPROxMHGASTRO","TPRO","MHGASTRO",0.6671,574.166666666667
"TPROxMHHEPATO","TPRO","MHHEPATO",0.7058,1496
"TPROxMHIMMUNE","TPRO","MHIMMUNE",0.8563,1953
"TPROxMHINFECT","TPRO","MHINFECT",0.6123,1697.33333333333
"TPROxMHINJURY","TPRO","MHINJURY",0.7203,1059.83333333333
"TPROxMHINVEST","TPRO","MHINVEST",0.6857,1503
"TPROxMHMETAB","TPRO","MHMETAB",0.5969,582.833333333333
"TPROxMHPSYCH","TPRO","MHPSYCH",0.1626,2071.33333333333
"TPROxMHRENAL","TPRO","MHRENAL",0.6592,1030
"TPROxMHRESP","TPRO","MHRESP",0.4075,2153.33333333333
"TPROxMHSKIN","TPRO","MHSKIN",0.7123,445.166666666667
"TPROxMHVASC","TPRO","MHVASC",0.1981,2011.66666666667
"TPROxECOG_C","TPRO","ECOG_C",5e-04,2979.66666666667
"TPROxRaceAsian","TPRO","RaceAsian",0.5596,1499
"TPROxRaceBlack","TPRO","RaceBlack",0.7101,1061.5
"TPROxRaceOther","TPRO","RaceOther",0.5058,1301.33333333333
"TPROxRaceWhite","TPRO","RaceWhite",0.5551,1672.33333333333
"TPROxRegionAsia","TPRO","RegionAsia",1,445.166666666667
"TPROxRegionEastEuro","TPRO","RegionEastEuro",0.049,2584.66666666667
"TPROxRegionNorthAmer","TPRO","RegionNorthAmer",0.4395,1785.66666666667
"TPROxRegionSouthAmer","TPRO","RegionSouthAmer",0.6336,751.5
"TPROxRegionWestEuro","TPRO","RegionWestEuro",0.5748,540.833333333333
"RBCxTARGET","RBC","TARGET",0.051,2860.66666666667
"RBCxLYMPH_NODES","RBC","LYMPH_NODES",0.4242,1754
"RBCxKIDNEYS","RBC","KIDNEYS",0.5971,485.166666666667
"RBCxLUNGS","RBC","LUNGS",0.491,1049.66666666667
"RBCxLIVER","RBC","LIVER",8e-04,3161.33333333333
"RBCxPLEURA","RBC","PLEURA",0.2896,2220
"RBCxOTHER","RBC","OTHER",0.7372,1032.33333333333
"RBCxPROSTATE","RBC","PROSTATE",0.6687,797.5
"RBCxORCHIDECTOMY","RBC","ORCHIDECTOMY",0.6875,1369.33333333333
"RBCxPROSTATECTOMY","RBC","PROSTATECTOMY",0.4698,2120
"RBCxLYMPHADENECTOMY","RBC","LYMPHADENECTOMY",0.5483,1510.66666666667
"RBCxBILATERAL_ORCHIDECTOMY","RBC","BILATERAL_ORCHIDECTOMY",0.6069,787.166666666667
"RBCxPRIOR_RADIOTHERAPY","RBC","PRIOR_RADIOTHERAPY",0.7127,1342.5
"RBCxANALGESICS","RBC","ANALGESICS",5e-04,2882.33333333333
"RBCxANTI_ANDROGENS","RBC","ANTI_ANDROGENS",0.3803,1228.5
"RBCxGLUCOCORTICOID","RBC","GLUCOCORTICOID",0.5756,1461
"RBCxGONADOTROPIN","RBC","GONADOTROPIN",0.0809,2583.66666666667
"RBCxBISPHOSPHONATE","RBC","BISPHOSPHONATE",0.5345,1678
"RBCxCORTICOSTEROID","RBC","CORTICOSTEROID",0.6066,1247.16666666667
"RBCxIMIDAZOLE","RBC","IMIDAZOLE",0.4799,1248.83333333333
"RBCxACE_INHIBITORS","RBC","ACE_INHIBITORS",0.0918,2601
"RBCxBETA_BLOCKING","RBC","BETA_BLOCKING",0.708,1414
"RBCxHMG_COA_REDUCT","RBC","HMG_COA_REDUCT",0.657,1292.33333333333
"RBCxESTROGENS","RBC","ESTROGENS",0.3518,2422
"RBCxANTI_ESTROGENS","RBC","ANTI_ESTROGENS",0.5627,1299.66666666667
"RBCxCEREBACC","RBC","CEREBACC",0.6265,2123.33333333333
"RBCxCHF","RBC","CHF",0.413,2546.66666666667
"RBCxDVT","RBC","DVT",0.7653,1483.16666666667
"RBCxDIAB","RBC","DIAB",0.6705,625.833333333333
"RBCxMI","RBC","MI",0.1005,2268.33333333333
"RBCxPULMEMB","RBC","PULMEMB",0.2938,1289.66666666667
"RBCxSPINCOMP","RBC","SPINCOMP",0.6858,547.833333333333
"RBCxCOPD","RBC","COPD",0.726,1978
"RBCxMHBLOOD","RBC","MHBLOOD",0.7664,1352.5
"RBCxMHCARD","RBC","MHCARD",0.1997,1942
"RBCxMHCONGEN","RBC","MHCONGEN",0.5512,862.833333333333
"RBCxMHEAR","RBC","MHEAR",0.6069,1792.33333333333
"RBCxMHENDO","RBC","MHENDO",0.4608,2202.66666666667
"RBCxMHGASTRO","RBC","MHGASTRO",0.7108,1044.66666666667
"RBCxMHHEPATO","RBC","MHHEPATO",0.7241,858.333333333333
"RBCxMHIMMUNE","RBC","MHIMMUNE",0.8616,1737.66666666667
"RBCxMHINFECT","RBC","MHINFECT",0.6471,1873.66666666667
"RBCxMHINJURY","RBC","MHINJURY",0.7154,1692
"RBCxMHINVEST","RBC","MHINVEST",0.668,630.833333333333
"RBCxMHMETAB","RBC","MHMETAB",0.7295,1186
"RBCxMHPSYCH","RBC","MHPSYCH",0.2742,1681
"RBCxMHRENAL","RBC","MHRENAL",0.707,644.5
"RBCxMHRESP","RBC","MHRESP",0.4802,1793.33333333333
"RBCxMHSKIN","RBC","MHSKIN",0.7285,681.833333333333
"RBCxMHVASC","RBC","MHVASC",0.0794,2699.33333333333
"RBCxECOG_C","RBC","ECOG_C",0.0037,2969.66666666667
"RBCxRaceAsian","RBC","RaceAsian",0.5539,855.166666666667
"RBCxRaceBlack","RBC","RaceBlack",0.6509,996.833333333333
"RBCxRaceOther","RBC","RaceOther",0.5113,1276
"RBCxRaceWhite","RBC","RaceWhite",0.8004,696.5
"RBCxRegionAsia","RBC","RegionAsia",1,445.166666666667
"RBCxRegionEastEuro","RBC","RegionEastEuro",0.0708,2216.33333333333
"RBCxRegionNorthAmer","RBC","RegionNorthAmer",0.3766,1880
"RBCxRegionSouthAmer","RBC","RegionSouthAmer",0.6276,770.333333333333
"RBCxRegionWestEuro","RBC","RegionWestEuro",0.3867,1373.16666666667
"LYMxTARGET","LYM","TARGET",0.4535,2644.66666666667
"LYMxLYMPH_NODES","LYM","LYMPH_NODES",0.4645,2473.33333333333
"LYMxKIDNEYS","LYM","KIDNEYS",0.5,1902.5
"LYMxLUNGS","LYM","LUNGS",0.7731,1308.33333333333
"LYMxLIVER","LYM","LIVER",0.6271,1704.33333333333
"LYMxPLEURA","LYM","PLEURA",0.7608,2463.33333333333
"LYMxOTHER","LYM","OTHER",0.8245,1947.66666666667
"LYMxPROSTATE","LYM","PROSTATE",0.4605,2299
"LYMxORCHIDECTOMY","LYM","ORCHIDECTOMY",0.688,1705.66666666667
"LYMxPROSTATECTOMY","LYM","PROSTATECTOMY",0.0363,3179.66666666667
"LYMxLYMPHADENECTOMY","LYM","LYMPHADENECTOMY",0.1296,2824.33333333333
"LYMxBILATERAL_ORCHIDECTOMY","LYM","BILATERAL_ORCHIDECTOMY",0.7221,2123.33333333333
"LYMxPRIOR_RADIOTHERAPY","LYM","PRIOR_RADIOTHERAPY",0.0414,3094.33333333333
"LYMxANALGESICS","LYM","ANALGESICS",0.7709,1533
"LYMxANTI_ANDROGENS","LYM","ANTI_ANDROGENS",0.1839,1552.33333333333
"LYMxGLUCOCORTICOID","LYM","GLUCOCORTICOID",0.7176,1638
"LYMxGONADOTROPIN","LYM","GONADOTROPIN",0.0817,2197.5
"LYMxBISPHOSPHONATE","LYM","BISPHOSPHONATE",0.5241,1626
"LYMxCORTICOSTEROID","LYM","CORTICOSTEROID",0.631,1588
"LYMxIMIDAZOLE","LYM","IMIDAZOLE",0.7318,1735
"LYMxACE_INHIBITORS","LYM","ACE_INHIBITORS",0.1623,2285
"LYMxBETA_BLOCKING","LYM","BETA_BLOCKING",0.5287,2427.33333333333
"LYMxHMG_COA_REDUCT","LYM","HMG_COA_REDUCT",0.6188,1006
"LYMxESTROGENS","LYM","ESTROGENS",0.5176,1719.66666666667
"LYMxANTI_ESTROGENS","LYM","ANTI_ESTROGENS",0.4962,2106
"LYMxCEREBACC","LYM","CEREBACC",0.6537,1753
"LYMxCHF","LYM","CHF",0.8712,780.5
"LYMxDVT","LYM","DVT",0.4898,1568.66666666667
"LYMxDIAB","LYM","DIAB",0.7118,2658.66666666667
"LYMxMI","LYM","MI",0.7017,2798.33333333333
"LYMxPULMEMB","LYM","PULMEMB",0.6381,1443.16666666667
"LYMxSPINCOMP","LYM","SPINCOMP",0.8195,516.5
"LYMxCOPD","LYM","COPD",0.796,996.5
"LYMxMHBLOOD","LYM","MHBLOOD",0.62,2349.33333333333
"LYMxMHCARD","LYM","MHCARD",0.8228,2238.33333333333
"LYMxMHCONGEN","LYM","MHCONGEN",0.6319,1750.33333333333
"LYMxMHEAR","LYM","MHEAR",0.8045,2004
"LYMxMHENDO","LYM","MHENDO",0.7597,2179
"LYMxMHGASTRO","LYM","MHGASTRO",0.2357,2725.33333333333
"LYMxMHHEPATO","LYM","MHHEPATO",0.7832,1715.16666666667
"LYMxMHIMMUNE","LYM","MHIMMUNE",0.676,1528.16666666667
"LYMxMHINFECT","LYM","MHINFECT",0.2762,3028.66666666667
"LYMxMHINJURY","LYM","MHINJURY",0.4032,2143.83333333333
"LYMxMHINVEST","LYM","MHINVEST",0.7696,1760.5
"LYMxMHMETAB","LYM","MHMETAB",0.6394,1616.33333333333
"LYMxMHPSYCH","LYM","MHPSYCH",0.5908,2648.66666666667
"LYMxMHRENAL","LYM","MHRENAL",0.7795,2272
"LYMxMHRESP","LYM","MHRESP",0.3301,2972.33333333333
"LYMxMHSKIN","LYM","MHSKIN",0.7615,1022.5
"LYMxMHVASC","LYM","MHVASC",0.1409,1676.66666666667
"LYMxECOG_C","LYM","ECOG_C",0.7619,1380.83333333333
"LYMxRaceAsian","LYM","RaceAsian",0.6759,1014.66666666667
"LYMxRaceBlack","LYM","RaceBlack",0.7252,1051
"LYMxRaceOther","LYM","RaceOther",0.5962,903.333333333333
"LYMxRaceWhite","LYM","RaceWhite",0.1993,2477
"LYMxRegionAsia","LYM","RegionAsia",1,445.166666666667
"LYMxRegionEastEuro","LYM","RegionEastEuro",0.4646,2960.33333333333
"LYMxRegionNorthAmer","LYM","RegionNorthAmer",0.5529,1710.83333333333
"LYMxRegionSouthAmer","LYM","RegionSouthAmer",0.6121,1435.66666666667
"LYMxRegionWestEuro","LYM","RegionWestEuro",0.0909,3078.66666666667
"BUNxTARGET","BUN","TARGET",0.008,3013
"BUNxLYMPH_NODES","BUN","LYMPH_NODES",0.1672,2456.66666666667
"BUNxKIDNEYS","BUN","KIDNEYS",0.5809,1368.33333333333
"BUNxLUNGS","BUN","LUNGS",0.3108,1881.66666666667
"BUNxLIVER","BUN","LIVER",1e-04,3246
"BUNxPLEURA","BUN","PLEURA",0.2193,1808.33333333333
"BUNxOTHER","BUN","OTHER",0.6253,1404.16666666667
"BUNxPROSTATE","BUN","PROSTATE",0.6877,1267.5
"BUNxORCHIDECTOMY","BUN","ORCHIDECTOMY",0.6043,1552.66666666667
"BUNxPROSTATECTOMY","BUN","PROSTATECTOMY",0.5884,1644.5
"BUNxLYMPHADENECTOMY","BUN","LYMPHADENECTOMY",0.6513,1099.16666666667
"BUNxBILATERAL_ORCHIDECTOMY","BUN","BILATERAL_ORCHIDECTOMY",0.514,842.833333333333
"BUNxPRIOR_RADIOTHERAPY","BUN","PRIOR_RADIOTHERAPY",0.7128,1744
"BUNxANALGESICS","BUN","ANALGESICS",3e-04,2620.66666666667
"BUNxANTI_ANDROGENS","BUN","ANTI_ANDROGENS",0.6981,517.5
"BUNxGLUCOCORTICOID","BUN","GLUCOCORTICOID",0.7307,1445.33333333333
"BUNxGONADOTROPIN","BUN","GONADOTROPIN",0.4974,2082.66666666667
"BUNxBISPHOSPHONATE","BUN","BISPHOSPHONATE",0.5859,1991.66666666667
"BUNxCORTICOSTEROID","BUN","CORTICOSTEROID",0.5454,1209.16666666667
"BUNxIMIDAZOLE","BUN","IMIDAZOLE",0.5563,1139.5
"BUNxACE_INHIBITORS","BUN","ACE_INHIBITORS",0.3123,1720.66666666667
"BUNxBETA_BLOCKING","BUN","BETA_BLOCKING",0.7273,1017.33333333333
"BUNxHMG_COA_REDUCT","BUN","HMG_COA_REDUCT",0.7362,1737.33333333333
"BUNxESTROGENS","BUN","ESTROGENS",0.3757,2448.66666666667
"BUNxANTI_ESTROGENS","BUN","ANTI_ESTROGENS",0.5747,649.5
"BUNxCEREBACC","BUN","CEREBACC",0.6318,2006.66666666667
"BUNxCHF","BUN","CHF",0.3979,2502.33333333333
"BUNxDVT","BUN","DVT",0.72,1847.83333333333
"BUNxDIAB","BUN","DIAB",0.5641,1802
"BUNxMI","BUN","MI",0.0714,2596.66666666667
"BUNxPULMEMB","BUN","PULMEMB",0.2321,1978.5
"BUNxSPINCOMP","BUN","SPINCOMP",0.5966,1339.66666666667
"BUNxCOPD","BUN","COPD",0.6959,1810.66666666667
"BUNxMHBLOOD","BUN","MHBLOOD",0.7125,1525.66666666667
"BUNxMHCARD","BUN","MHCARD",0.0795,2967.33333333333
"BUNxMHCONGEN","BUN","MHCONGEN",0.5501,514.5
"BUNxMHEAR","BUN","MHEAR",0.696,1482.33333333333
"BUNxMHENDO","BUN","MHENDO",0.5263,1611
"BUNxMHGASTRO","BUN","MHGASTRO",0.6832,739.833333333333
"BUNxMHHEPATO","BUN","MHHEPATO",0.7334,1594
"BUNxMHIMMUNE","BUN","MHIMMUNE",0.8478,1622.33333333333
"BUNxMHINFECT","BUN","MHINFECT",0.596,1861.33333333333
"BUNxMHINJURY","BUN","MHINJURY",0.7277,445.166666666667
"BUNxMHINVEST","BUN","MHINVEST",0.7198,775.833333333333
"BUNxMHMETAB","BUN","MHMETAB",0.5637,1371.83333333333
"BUNxMHPSYCH","BUN","MHPSYCH",0.1336,2302.33333333333
"BUNxMHRENAL","BUN","MHRENAL",0.6462,1025.33333333333
"BUNxMHRESP","BUN","MHRESP",0.4441,1716.83333333333
"BUNxMHSKIN","BUN","MHSKIN",0.7192,1034.5
"BUNxMHVASC","BUN","MHVASC",0.3256,1322
"BUNxECOG_C","BUN","ECOG_C",2e-04,2715.66666666667
"BUNxRaceAsian","BUN","RaceAsian",0.5019,1747.33333333333
"BUNxRaceBlack","BUN","RaceBlack",0.6842,911.5
"BUNxRaceOther","BUN","RaceOther",0.5008,1528.83333333333
"BUNxRaceWhite","BUN","RaceWhite",0.4838,1388.16666666667
"BUNxRegionAsia","BUN","RegionAsia",1,445.166666666667
"BUNxRegionEastEuro","BUN","RegionEastEuro",0.059,2817
"BUNxRegionNorthAmer","BUN","RegionNorthAmer",0.4848,1941.33333333333
"BUNxRegionSouthAmer","BUN","RegionSouthAmer",0.6401,1114.66666666667
"BUNxRegionWestEuro","BUN","RegionWestEuro",0.6893,1834.66666666667
"CCRCxTARGET","CCRC","TARGET",0.0246,2832.66666666667
"CCRCxLYMPH_NODES","CCRC","LYMPH_NODES",0.2974,1602
"CCRCxKIDNEYS","CCRC","KIDNEYS",0.5935,615.5
"CCRCxLUNGS","CCRC","LUNGS",0.3823,1061.5
"CCRCxLIVER","CCRC","LIVER",0.001,3076.33333333333
"CCRCxPLEURA","CCRC","PLEURA",0.2313,2270.66666666667
"CCRCxOTHER","CCRC","OTHER",0.6729,1110
"CCRCxPROSTATE","CCRC","PROSTATE",0.6866,815.833333333333
"CCRCxORCHIDECTOMY","CCRC","ORCHIDECTOMY",0.6601,1377.5
"CCRCxPROSTATECTOMY","CCRC","PROSTATECTOMY",0.5363,2004.66666666667
"CCRCxLYMPHADENECTOMY","CCRC","LYMPHADENECTOMY",0.6292,504.166666666667
"CCRCxBILATERAL_ORCHIDECTOMY","CCRC","BILATERAL_ORCHIDECTOMY",0.5759,1135.66666666667
"CCRCxPRIOR_RADIOTHERAPY","CCRC","PRIOR_RADIOTHERAPY",0.6945,1488.33333333333
"CCRCxANALGESICS","CCRC","ANALGESICS",2e-04,2412.33333333333
"CCRCxANTI_ANDROGENS","CCRC","ANTI_ANDROGENS",0.6819,445.166666666667
"CCRCxGLUCOCORTICOID","CCRC","GLUCOCORTICOID",0.6859,1032.83333333333
"CCRCxGONADOTROPIN","CCRC","GONADOTROPIN",0.3862,1870.83333333333
"CCRCxBISPHOSPHONATE","CCRC","BISPHOSPHONATE",0.6475,1501.33333333333
"CCRCxCORTICOSTEROID","CCRC","CORTICOSTEROID",0.5345,1850.66666666667
"CCRCxIMIDAZOLE","CCRC","IMIDAZOLE",0.5103,1282.83333333333
"CCRCxACE_INHIBITORS","CCRC","ACE_INHIBITORS",0.116,2168.66666666667
"CCRCxBETA_BLOCKING","CCRC","BETA_BLOCKING",0.7203,666.166666666667
"CCRCxHMG_COA_REDUCT","CCRC","HMG_COA_REDUCT",0.71,1183
"CCRCxESTROGENS","CCRC","ESTROGENS",0.4175,2567
"CCRCxANTI_ESTROGENS","CCRC","ANTI_ESTROGENS",0.5431,1470
"CCRCxCEREBACC","CCRC","CEREBACC",0.6351,1857.33333333333
"CCRCxCHF","CCRC","CHF",0.3632,2588
"CCRCxDVT","CCRC","DVT",0.7367,1940.33333333333
"CCRCxDIAB","CCRC","DIAB",0.6384,779.166666666667
"CCRCxMI","CCRC","MI",0.0621,2677.66666666667
"CCRCxPULMEMB","CCRC","PULMEMB",0.2204,1571.16666666667
"CCRCxSPINCOMP","CCRC","SPINCOMP",0.6075,595.833333333333
"CCRCxCOPD","CCRC","COPD",0.7035,1842.66666666667
"CCRCxMHBLOOD","CCRC","MHBLOOD",0.6867,445.166666666667
"CCRCxMHCARD","CCRC","MHCARD",0.1324,2631.33333333333
"CCRCxMHCONGEN","CCRC","MHCONGEN",0.563,747.833333333333
"CCRCxMHEAR","CCRC","MHEAR",0.649,1650.66666666667
"CCRCxMHENDO","CCRC","MHENDO",0.4783,1945.66666666667
"CCRCxMHGASTRO","CCRC","MHGASTRO",0.6798,445.166666666667
"CCRCxMHHEPATO","CCRC","MHHEPATO",0.732,934.166666666667
"CCRCxMHIMMUNE","CCRC","MHIMMUNE",0.8549,1566
"CCRCxMHINFECT","CCRC","MHINFECT",0.6619,1699
"CCRCxMHINJURY","CCRC","MHINJURY",0.728,1288.5
"CCRCxMHINVEST","CCRC","MHINVEST",0.7026,1136.5
"CCRCxMHMETAB","CCRC","MHMETAB",0.6434,768.833333333333
"CCRCxMHPSYCH","CCRC","MHPSYCH",0.1765,1990.33333333333
"CCRCxMHRENAL","CCRC","MHRENAL",0.6833,961.666666666667
"CCRCxMHRESP","CCRC","MHRESP",0.4339,1685
"CCRCxMHSKIN","CCRC","MHSKIN",0.7262,970.5
"CCRCxMHVASC","CCRC","MHVASC",0.1348,2431.66666666667
"CCRCxECOG_C","CCRC","ECOG_C",4e-04,2922
"CCRCxRaceAsian","CCRC","RaceAsian",0.5466,1613.33333333333
"CCRCxRaceBlack","CCRC","RaceBlack",0.7071,870
"CCRCxRaceOther","CCRC","RaceOther",0.4978,1163.66666666667
"CCRCxRaceWhite","CCRC","RaceWhite",0.6469,910.5
"CCRCxRegionAsia","CCRC","RegionAsia",1,445.166666666667
"CCRCxRegionEastEuro","CCRC","RegionEastEuro",0.0575,2195
"CCRCxRegionNorthAmer","CCRC","RegionNorthAmer",0.4559,1529
"CCRCxRegionSouthAmer","CCRC","RegionSouthAmer",0.6479,663.166666666667
"CCRCxRegionWestEuro","CCRC","RegionWestEuro",0.5482,769.166666666667
"GLUxTARGET","GLU","TARGET",0.0128,2841.33333333333
"GLUxLYMPH_NODES","GLU","LYMPH_NODES",0.2094,2469.66666666667
"GLUxKIDNEYS","GLU","KIDNEYS",0.5819,1010.33333333333
"GLUxLUNGS","GLU","LUNGS",0.3636,1669.33333333333
"GLUxLIVER","GLU","LIVER",2e-04,3216.33333333333
"GLUxPLEURA","GLU","PLEURA",0.1632,2600
"GLUxOTHER","GLU","OTHER",0.7498,1112.66666666667
"GLUxPROSTATE","GLU","PROSTATE",0.6895,810.5
"GLUxORCHIDECTOMY","GLU","ORCHIDECTOMY",0.584,1504
"GLUxPROSTATECTOMY","GLU","PROSTATECTOMY",0.5979,2155
"GLUxLYMPHADENECTOMY","GLU","LYMPHADENECTOMY",0.6516,445.166666666667
"GLUxBILATERAL_ORCHIDECTOMY","GLU","BILATERAL_ORCHIDECTOMY",0.5094,909.833333333333
"GLUxPRIOR_RADIOTHERAPY","GLU","PRIOR_RADIOTHERAPY",0.7232,1410.83333333333
"GLUxANALGESICS","GLU","ANALGESICS",5e-04,3127
"GLUxANTI_ANDROGENS","GLU","ANTI_ANDROGENS",0.7129,556.833333333333
"GLUxGLUCOCORTICOID","GLU","GLUCOCORTICOID",0.5919,1959
"GLUxGONADOTROPIN","GLU","GONADOTROPIN",0.5001,2245
"GLUxBISPHOSPHONATE","GLU","BISPHOSPHONATE",0.6564,2102
"GLUxCORTICOSTEROID","GLU","CORTICOSTEROID",0.6473,2150.66666666667
"GLUxIMIDAZOLE","GLU","IMIDAZOLE",0.4722,1502.66666666667
"GLUxACE_INHIBITORS","GLU","ACE_INHIBITORS",0.1694,2204.33333333333
"GLUxBETA_BLOCKING","GLU","BETA_BLOCKING",0.7202,1256.16666666667
"GLUxHMG_COA_REDUCT","GLU","HMG_COA_REDUCT",0.7467,1162.16666666667
"GLUxESTROGENS","GLU","ESTROGENS",0.4887,1784.83333333333
"GLUxANTI_ESTROGENS","GLU","ANTI_ESTROGENS",0.5532,886.833333333333
"GLUxCEREBACC","GLU","CEREBACC",0.6175,2163.66666666667
"GLUxCHF","GLU","CHF",0.4226,2484.33333333333
"GLUxDVT","GLU","DVT",0.7532,2027.66666666667
"GLUxDIAB","GLU","DIAB",0.6204,1173.33333333333
"GLUxMI","GLU","MI",0.0662,2879.66666666667
"GLUxPULMEMB","GLU","PULMEMB",0.2305,1860.16666666667
"GLUxSPINCOMP","GLU","SPINCOMP",0.4725,1961.66666666667
"GLUxCOPD","GLU","COPD",0.7457,765
"GLUxMHBLOOD","GLU","MHBLOOD",0.7331,688.166666666667
"GLUxMHCARD","GLU","MHCARD",0.1792,2630.33333333333
"GLUxMHCONGEN","GLU","MHCONGEN",0.5923,1287.66666666667
"GLUxMHEAR","GLU","MHEAR",0.6869,2227.33333333333
"GLUxMHENDO","GLU","MHENDO",0.5424,2071
"GLUxMHGASTRO","GLU","MHGASTRO",0.6273,1063.5
"GLUxMHHEPATO","GLU","MHHEPATO",0.7687,1256.16666666667
"GLUxMHIMMUNE","GLU","MHIMMUNE",0.842,1457.33333333333
"GLUxMHINFECT","GLU","MHINFECT",0.6497,1988.33333333333
"GLUxMHINJURY","GLU","MHINJURY",0.7189,2251.33333333333
"GLUxMHINVEST","GLU","MHINVEST",0.7316,1694.66666666667
